# Lines starting with '#''' are comments. Comment lines must form a continuous        
# block at the beginning of this file.             
# The last comment line is not really a comment. It must contain the names of     
# the variables that are used in the code.            
# The data has to start in the following line.           
#                    
# List of variables:                 
# TS: timestep                  
# OHair1: OH-readical conc. based factor to multiply with avg. degradation rate in upper air      
# OHair2: OH-readical conc. based factor to multiply with avg. degradation rate in lower air      
# Based on data from:                
# Spivakovsky  C. M.  Logan J. A.  Montzka S. A.  Balkanski Y. J.  Foreman-Fowler M. 
# Jones D. B. A.  Horowitz L.W.  Fusco A. C.  Brenninkmeijer C. A. M.  Prather M. J.
# Wofsy S. C.  McElroy M. B.  2000  Three-dimensional climatological distribution of      
# tropospheric OH: Update and evaluation. Journal of geophysical research  Vol. 105        
# No. D7  pp 8931-8980.               
#                    
# precip: monthly average precipitation [m/h]               
# stwet: average length of rain events [h]             
# stdry: average length of dry spells [h]             
# tair1: temperature upper air [K]               
# tair2: temperature lower air [K]               
# tocean: temperature ocean surface [K]               
# tland: temperature land surface [K]               
# h1: Average upper air compartment height [m]             
# h2: Average lower air compartment height [m]             
# h5: Average ocean compartment depth [m]              
# runoffwater: water runoff                 
# tspe: time since plowing event [month]              
# perc8: percentage of ocean covered by Sea Ice [-]           
#                    
#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 tocean tland h1 h2 h5 mixing12 mixing21 runoff6water tspe perc8  
164 7 1.4596518262 2.4535704098 0.1017498972 11.4582143412 63.0833002391 269.169619751 294.4016265869 301.5236785889 298.6013534546 5616.86171875 1288.3231689453 64.5028526306 3.728235435 5.060235561 1.44361089127187E-006 2190 0  
164 8 1.6612405546 2.6452840483 0.0661321073 8.8575158106 166.772011665 268.9018508911 294.1839645386 301.160319519 298.6018478394 5609.3614257813 1286.8239562988 66.7657762527 3.943443992 4.200653586 1.22728561624541E-006 2920 0  
164 9 1.6784808733 2.7183122105 0.0588034558 7.8495690592 198.0759501945 268.8232711792 294.819581604 301.3312927246 299.1499526978 5606.5955078125 1289.5093322754 58.107783699 3.390073935 4.137765798 0.000001281 3650 0  
164 10 1.7376653035 2.6833057146 0.096953969 8.8572704087 114.3275200644 268.9495941162 295.6718048096 302.0202636719 300.1657440186 5607.4382568359 1293.2929321289 45.4218643188 2.669233598 4.633064184 8.85233595582235E-007 4380 0  
164 11 1.9817963747 2.8008202627 0.1850517862 13.0300773155 28.4428673855 269.1164016724 295.8591949463 302.8973403931 299.9552200317 5612.48203125 1295.1518737793 37.596562767 2 8.033790311 1.36187373627195E-006 5110 0  
164 12 2.0319782718 2.7361604473 0.2057931766 17.5092254954 17.9946604606 269.2847625732 295.7017959595 303.0109542847 299.2866378784 5617.5527099609 1294.9144897461 40.9834651947 2 8.570585578 1.2171337317568E-006 5840 0  
165 1 1.950109406 1.6977006977 0.226525167 20.2431679319 15.4289915253 269.3430877686 295.7196975708 302.6192565918 300.2904190063 5621.290234375 1295.2118774414 40.4296084404 2 6.055548182 1.24085362358528E-006 6570 0  
165 2 2.049920904 1.7902267883 0.1797043805 18.416933568 16.2264568997 269.2787948608 295.5312072754 302.3189437866 299.5038101196 5620.2787597656 1294.3366638184 39.5687932014 2 6.000028772 1.3821786922108E-006 7300 0  
165 3 1.9402354352 1.7945108551 0.1661700973 15.0275715991 23.346721091 269.0715423584 295.6481567383 302.4211700439 299.713053894 5614.1178466797 1294.4804077148 38.0233929634 4.454241548 5.069014938 1.13462424877753E-006 8030 0  
165 4 1.6390109039 1.640106405 0.15273787 13.8308128246 26.7321116934 269.3611557007 295.8531784058 302.6437713623 299.5926193237 5619.6905761719 1295.3336669922 35.1800092697 3.401257444 4.85595419 6.52506580678391E-007 8760 0  
165 5 1.476570375 1.7596592738 0.153355354 15.6922092342 45.3034360569 269.8548171997 295.7497146606 302.4545333862 299.1375167847 5631.8059082031 1294.9061218262 41.1363250732 3.414601049 5.803053309 7.52213751553654E-007 730 0  
165 6 1.3289765113 1.8742366813 0.1005074049 13.4360696803 104.6615036039 269.6468154907 294.9718200684 301.8851470947 298.0548049927 5626.9863037109 1290.6255432129 53.7806713104 3.759238379 4.512289055 7.35498576176496E-007 1460 0  
165 7 1.3036424232 1.8587849574 0.0617523226 9.662861392 179.1572765 269.4513320923 294.4243865967 301.2643569946 297.826600647 5621.48828125 1287.5892089844 65.1426435471 5.023005435 2.774966001 0.000000933 2190 0  
165 8 1.3302235234 2.0631943723 0.0281705802 6.9323827038 366.6680165183 269.1867019653 294.5368789673 300.9917633057 298.8364746094 5614.4304199219 1287.8318664551 65.0064229965 5.35037962 2.057133946 8.40134625690325E-007 2920 0  
165 9 1.4465397767 2.1658844066 0.0240065744 5.539711585 383.8174482777 269.0928863525 295.1311798096 301.2799468994 300.4194992065 5611.0427734375 1290.5608581543 50.4138332367 5.571981909 2 8.60093801091644E-007 3650 0  
165 10 1.6421634116 1.9620724579 0.0541875593 7.6213574058 199.6493045691 269.1091583252 295.7570648193 302.1815353394 301.8783828735 5610.2239013672 1293.4631347656 37.9972354889 5.843484303 2 5.58075814982573E-007 4380 0  
165 11 1.9726088907 1.9691392486 0.1028766281 9.4643028136 75.6640881546 269.2944747925 296.2325378418 303.1978942871 302.6320495605 5615.2943847656 1296.7571166992 31.6841173172 3.853125924 3.077382262 6.67263766551685E-007 5110 0  
165 12 2.0688162994 1.8473257567 0.2558822775 16.9430193438 20.5234973741 269.5161499023 296.2436080933 303.5559753418 301.8088119507 5623.2688720703 1297.5328430176 36.3299547195 2 5.48738042 0.000000929 5840 0  
166 1 1.8324715452 1.4387242499 0.1151237074 14.0616330434 17.4139760643 269.5173492432 296.0244995117 302.8518035889 298.4834594727 5624.3171142578 1292.6804870606 34.2843375206 2 8.006877646 5.47821365444179E-006 6570 0  
166 2 1.9134055998 1.5304368244 0.1382573435 14.9681370075 16.9155297805 269.4888000488 295.9303314209 302.7051712036 297.9510696411 5624.1520263672 1292.292767334 35.255034256 2 8.510760153 5.76526289819412E-006 7300 0  
166 3 1.8358455957 1.4684904558 0.1394697237 16.1749542727 17.2477995147 269.2497817993 295.7741027832 302.7378829956 297.7164932251 5618.5173583984 1291.4731811523 36.1476091385 2 8.00066446 5.27941764403295E-006 8030 0  
166 4 1.6387716761 1.3104599809 0.1136294336 16.9360239263 18.2122798135 269.3838287354 295.7300323486 302.5369247437 297.7317993164 5621.6310791016 1291.165411377 38.4097734451 2 7.969595476 4.91355287977058E-006 8760 0  
166 5 1.5927715293 1.327322143 0.0741288678 14.7472125854 28.1728922622 269.6686843872 295.4184188843 301.9044128418 297.7111541748 5629.0002685547 1289.6213867188 44.855456543 3.118630653 5.911384524 3.24519589014471E-006 730 0  
166 6 1.5642738296 1.3798951833 0.0789258044 11.9189121998 43.7556500446 269.5275985718 294.6895782471 301.0036437988 297.2056594849 5625.8883544922 1285.9587402344 52.9515403748 3.000137388 3.617355194 1.89530544201233E-006 1460 0  
166 7 1.6398097381 1.4283302162 0.0551290522 10.6220935955 74.7279202812 269.4442214966 294.1573318481 300.3504776001 296.9855209351 5623.5714355469 1283.2102294922 56.3698968887 4.099538423 2 1.20863254267078E-006 2190 0  
166 8 1.6976296753 1.5409664655 0.0558391366 10.0819288858 152.6999175248 269.2431289673 294.2262557983 300.0760681152 297.3719360352 5618.2572265625 1283.469934082 57.3981775284 4.572276341 2 1.85533513814562E-006 2920 0  
166 9 1.7564941991 1.6911451401 0.0591673009 9.7306057724 151.1773063222 269.1358291626 294.5674362183 300.2607025146 298.0300430298 5614.7710449219 1285.0534179688 50.4198623657 5.209634835 2 2.86062229406525E-006 3650 0  
166 10 1.8631011344 1.6317653789 0.0640895914 11.3104746695 92.3628268262 269.063494873 295.0388076782 300.9525360107 298.7196151733 5612.2788574219 1287.1824279785 41.8586988449 5.160657259 2 3.16248553531295E-006 4380 0  
166 11 2.0023037405 1.6408777748 0.0883862497 12.1388792638 53.9941191368 269.2312484741 295.7422210693 301.9187133789 299.3034988403 5615.5650878906 1290.793371582 34.7258338928 4.038139679 2.673992374 4.03681785314802E-006 5110 0  
166 12 1.9317906399 1.5805787416 0.0909253517 13.0492490301 25.5769685174 269.6034881592 296.203578186 302.7777114868 299.3071807861 5625.0889160156 1293.2102294922 32.2208301544 2 4.32564707 4.91037541223704E-006 5840 0  
167 1 2.2013221398 2.0168467572 0.1737747748 19.1294379469 18.2747472027 269.5844848633 295.5450241089 302.5591995239 -999.99 5624.4083007813 1294.6146057129 39.8333660126 4.488292744 6.724003048 0 6570 0  
167 2 2.2737262697 2.0467831141 0.1604164084 20.5840096899 17.8713943733 269.5766967773 295.5520401001 302.4567749023 -999.99 5624.3808837891 1294.6143615723 43.0798551559 4.419679882 6.536390293 0 7300 0  
167 3 2.2528522362 2.0855902315 0.1714451752 17.0813331899 21.0536197186 269.4310043335 295.4646316528 302.4538818359 -999.99 5620.9768554688 1294.0366821289 44.3613479614 4.675250677 5.905848181 0 8030 0  
167 4 2.0555481905 1.9396808185 0.1357009868 13.4822253542 23.9290069733 269.4996734619 295.487727356 302.3731918335 -999.99 5622.7179931641 1294.0821472168 44.5731630325 2 6.652404307 0 8760 0  
167 5 2.0554655458 1.9106658846 0.1780407208 15.2872428283 20.2614481529 269.6684082031 295.253276062 302.1142974854 -999.99 5627.1746826172 1292.8163635254 45.2387676239 2 7.287247187 0 730 0  
167 6 1.9773842571 1.9126588658 0.1783220914 18.6366632927 17.0251035286 269.5685317993 294.8799057007 301.7158569336 -999.99 5626.0590820313 1290.9535095215 48.6225618362 3.408828041 9.453473298 0 1460 0  
167 7 2.0588792477 1.9855228679 0.1724745761 22.2349542741 14.8410857721 269.489805603 294.5166488647 301.4128067017 -999.99 5624.4686279297 1289.0916809082 50.0353973389 2 8.959539079 0 2190 0  
167 8 2.0958119171 2.1299718318 0.2000411541 20.7521487154 19.1233850618 269.2991729736 294.3448455811 301.1694473267 -999.99 5619.9526611328 1288.2258789063 53.9184417725 2 10.08442018 0 2920 0  
167 9 2.1718985972 2.3097719262 0.1799548244 17.751412538 18.3900746001 269.1796478271 294.4381973267 301.1433044434 -999.99 5616.7402099609 1288.6122619629 50.5792732239 2 10.394401129 0 3650 0  
167 10 2.2726467288 2.3924073927 0.1387307139 16.442409565 21.6193048048 269.0755981445 294.6310043335 301.5329269409 -999.99 5613.7706298828 1289.5964538574 41.8090824127 2 9.238949111 0 4380 0  
167 11 2.289446041 2.3025968487 0.1541739664 14.1511146956 27.3104524611 269.1648803711 295.1253555298 302.0308303833 -999.99 5614.4240478516 1292.1730773926 35.7793479919 2 6.987408948 0 5110 0  
167 12 2.2348443568 2.0404438477 0.1652732164 14.4492046667 24.4661388926 269.5796112061 295.5279220581 302.4459899902 -999.99 5624.4066162109 1294.5274597168 33.4083631516 2 6.538334421 0 5840 0  
168 1 2.369064828 2.4435158002 0.1585884645 19.9240479833 16.3026912985 269.5174987793 295.3120101929 302.1703308105 -999.99 5622.8926513672 1292.9331359863 48.9275808334 2 7.119140683 0 6570 0  
168 2 2.4904006447 2.4373010732 0.1917888892 19.5150530891 18.3195146542 269.4859863281 295.2870834351 302.1382736206 -999.99 5621.9794677734 1292.7983581543 49.8117286682 3.772861151 5.872128572 0 7300 0  
168 3 2.4606220772 2.4279666675 0.1459990013 15.5643915421 18.6323598554 269.4420913696 295.2739303589 302.1498077393 -999.99 5620.9777099609 1292.6915588379 52.4242610931 2 6.103510126 0 8030 0  
168 4 2.2846863011 2.3865637484 0.1539478905 13.2378526193 17.5501862528 269.481048584 295.3068954468 302.265145874 -999.99 5621.6968994141 1292.7377563477 49.5322208405 4.175688802 6.482198953 0 8760 0  
168 5 2.2969851579 2.2955987138 0.1882875962 15.729452047 15.4429602091 269.6497131348 295.1979095459 302.1089111328 -999.99 5626.1375488281 1292.1670776367 48.6248119354 2 6.39377741 0 730 0  
168 6 2.1944543864 2.2853063497 0.1553022257 19.7645246466 13.5415698595 269.5886947632 295.0559402466 301.8194458008 -999.99 5626.3720947266 1291.5993408203 50.2815431595 2 8.040555747 0 1460 0  
168 7 2.1945858767 2.4106240119 0.1695685699 20.3482896114 13.7823517612 269.4716415405 294.8207336426 301.4833557129 -999.99 5623.8937011719 1290.4499633789 51.3026361465 3.271596084 8.245918229 0 2190 0  
168 8 2.1610816373 2.5937423399 0.1859069878 21.2327154503 13.6372952837 269.2694503784 294.5345687866 301.2532165527 -999.99 5618.837890625 1288.9240234375 55.1126647949 3.073533251 8.268527973 0 2920 0  
168 9 2.3233220508 2.6612386377 0.1531637584 19.6677141061 14.0594930879 269.1671630859 294.5744125366 301.2757110596 -999.99 5615.7931884766 1288.9489868164 51.3651470184 3.590413928 9.081430058 0 3650 0  
168 10 2.4728589825 2.7536381148 0.1939416809 17.443100693 15.2831995576 269.1111816406 294.7782928467 301.5917694092 -999.99 5613.8290283203 1289.9598449707 44.0336618423 2 8.785221761 0 4380 0  
168 11 2.4558425526 2.7243863505 0.1539434525 15.0731410388 18.6039182809 269.1798934937 295.0506072998 301.9090194702 -999.99 5614.3587890625 1291.3265014648 42.7392292023 2 7.270503568 0 5110 0  
168 12 2.4224865389 2.5183446723 0.1841964782 15.6904248979 17.115090777 269.526473999 295.3590820313 302.1158889771 -999.99 5623.1514160156 1293.1590270996 40.3552165031 2 7.331712306 0 5840 0  
169 1 2.484441619 2.3964342079 0.1566329202 20.2418175846 72.2808988602 267.6894989014 292.4678070068 299.250163269 -999.99 5585.6085449219 1278.4277282715 30.6806181908 4.778083041 2.20613407 0 6570 0  
169 2 2.4236020864 2.2988598728 0.1705983315 21.6734025478 46.6953124557 268.095173645 293.3141281128 300.0743347168 -999.99 5594.2340820313 1282.8543151856 30.2036887169 4.006670403 4.443780279 0 7300 0  
169 3 2.2029512562 2.0758249272 0.1419933801 19.2289652661 54.6600823794 267.9439331055 292.9255950928 300.2205337524 -999.99 5592.8831787109 1280.7830322266 35.4198431969 3.468716861 3.625263768 0 8030 0  
169 4 1.7934648721 1.8135300559 0.1259998192 19.6527064092 69.1552993024 266.8867736816 291.8295776367 299.5694946289 -999.99 5571.1588378906 1274.9752441406 47.3012960434 5.065438579 3.064039734 0 8760 0  
169 5 1.3910001652 1.4369750704 0.1015738451 18.350620854 97.2787463871 266.1291213989 290.4835678101 298.2092147827 -999.99 5557.9691162109 1268.1387878418 65.7856649399 6.970777811 3.156344245 0 730 0  
169 6 1.2193329269 1.2332466289 0.0752742117 16.5126809472 158.86956445 265.4244064331 289.1473800659 296.9984634399 -999.99 5548.1688720703 1261.4130432129 93.5150821686 8.900974328 2.762861639 0 1460 0  
169 7 1.2043766197 1.3155018444 0.0758530068 16.7251247483 147.3130975926 264.9226409912 288.455480957 296.0862792969 -999.99 5541.4901123047 1258.205279541 117.9163272858 6.86276669 2 0 2190 0  
169 8 1.3930246868 1.5032312709 0.0711603691 15.1665339907 155.514802227 264.3222442627 287.7538589478 295.548449707 -999.99 5530.8810791016 1254.7165161133 126.5402961731 7.363451462 2 0 2920 0  
169 9 1.6792090547 1.882368865 0.0832752268 15.4634644271 140.5844600567 264.549546814 287.9008224487 295.4995941162 -999.99 5532.0628173828 1255.2227722168 108.9701610565 8.323108841 2 0 3650 0  
169 10 2.0528507345 2.2603852133 0.0688980982 15.3093727771 152.4891776177 265.0687545776 288.8728179932 295.9884368896 -999.99 5539.0147216797 1260.1447937012 82.9668252945 8.238113631 2 0 4380 0  
169 11 2.367758621 2.4493945374 0.0708976118 15.4602436367 131.6733981584 265.833946228 289.9409545898 296.8416595459 -999.99 5550.0333496094 1265.4855163574 61.593236351 7.798038276 2 0 5110 0  
169 12 2.4813306056 2.3986241012 0.1051204813 16.4729075019 105.1320989688 266.7819152832 291.2391235352 298.0526000977 -999.99 5568.1608398438 1272.2335449219 39.8749620438 5.638254869 2 0 5840 0  
170 1 2.2969913284 2.3272779103 0.137334886 16.7544488127 55.6378595619 267.2532821655 292.3010787964 299.0700424194 -999.99 5576.3465576172 1277.6887939453 30.8752186775 3.822336913 2.95346276 0 6570 0  
170 2 2.2083502134 2.2802325402 0.1416484179 17.4473072014 54.0796021257 267.821786499 293.1744979858 299.8621337891 -999.99 5588.1039550781 1282.1637390137 30.8710375786 3.88395203 5.112229687 0 7300 0  
170 3 1.9757991556 2.1209199346 0.1596674142 16.7236020332 44.1382551364 267.9037521362 293.0119567871 300.0911148071 -999.99 5591.4072265625 1281.2744873047 35.0130112648 3.604805948 3.915133262 0 8030 0  
170 4 1.7102310974 1.8918791096 0.1165201792 18.5561772051 57.8141236594 267.065007019 292.1364059448 299.4662322998 -999.99 5573.5658691406 1276.6302124023 48.8129806519 4.060513174 3.315345748 0 8760 0  
170 5 1.3675954436 1.5917460907 0.0814049968 18.0629699236 92.8112522043 266.0166442871 290.4784042358 298.2462371826 -999.99 5554.7663574219 1268.1046142578 64.1901744843 6.853749265 2 0 730 0  
170 6 1.1616836592 1.3584560556 0.0674866084 15.0666167473 147.472324684 265.1670059204 288.9195114136 296.9725341797 -999.99 5541.2716064453 1260.2586853027 87.0004795074 9.578013077 2 0 1460 0  
170 7 1.1440811543 1.4343823282 0.0595952561 14.9070437838 156.9603165881 264.8511413574 288.422416687 296.0906387329 -999.99 5537.8053222656 1257.8875915527 110.2985404968 7.86196692 2 0 2190 0  
170 8 1.2832874001 1.6348778297 0.0546267672 13.4770370962 171.6648594982 264.2498016357 288.0096298218 295.6109039307 -999.99 5527.6217529297 1256.0840393066 116.3538993835 6.22563852 2.298252001 0 2920 0  
170 9 1.5456993879 1.884866914 0.0515740447 12.8015066928 176.4960915295 264.574848938 288.1579360962 295.613899231 -999.99 5531.15859375 1256.5642944336 95.8626964569 6.983018828 2.048450766 0 3650 0  
170 10 1.8985019524 2.2013739987 0.059671894 15.4696858353 150.2852000846 264.9877548218 289.117489624 295.9710678101 -999.99 5536.3209716797 1261.4846557617 69.6729227066 6.412906568 2 0 4380 0  
170 11 2.1758948062 2.3586002236 0.0681152773 14.5898679766 160.7831712332 265.7196258545 290.0006835938 296.7179077148 -999.99 5547.2916503906 1265.8777404785 54.2060089111 5.538910347 2 0 5110 0  
170 12 2.2775904853 2.287253314 0.1280381532 17.8189186864 93.952714387 266.5251281738 291.2778305054 297.856741333 -999.99 5561.8649902344 1272.5080627441 40.3960808754 4.335137701 3.335950793 0 5840 0  
171 1 2.2475447996 2.4194495407 0.158094674 15.6941172121 40.5137776789 266.8562561035 292.38334198 299.1016967773 -999.99 5566.6520507813 1278.0420532227 30.933743763 3.788372943 6.411845964 0 6570 0  
171 2 2.1774515501 2.3274161564 0.1785826057 16.6688917406 28.871499613 267.5408416748 293.2397338867 299.8554656982 -999.99 5580.4882080078 1282.3160827637 30.8432254791 3.867550121 5.84440094 0 7300 0  
171 3 1.9422371537 2.0679609604 0.1586606186 16.087945523 30.9564930689 268.0377670288 293.3506393433 300.0927658081 -999.99 5592.94765625 1282.9859069824 34.650476265 3.380223223 5.821312377 0 8030 0  
171 4 1.6869526761 1.8530671616 0.1502311025 18.1557388129 41.5277287486 267.1655227661 292.2768859863 299.5013519287 -999.99 5574.7630859375 1277.3046875 47.2095050812 3.970625603 4.53861826 0 8760 0  
171 5 1.3606702613 1.5928668487 0.1220453661 18.5671070367 63.5894088889 265.9552932739 290.6019592285 298.4814529419 -999.99 5552.9511962891 1268.7799987793 62.3318948746 5.246152282 3.190232533 0 730 0  
171 6 1.1659218219 1.3594326179 0.0992983106 17.2170018155 77.0421750478 264.8616104126 289.2119018555 297.237097168 -999.99 5534.6979248047 1261.8251220703 80.8682052612 6.384681314 2.696222901 0 1460 0  
171 7 1.1200802858 1.457882744 0.0841157122 15.9543641201 103.133054496 264.4184768677 288.3485427856 296.2335678101 -999.99 5528.3157226563 1257.5295654297 101.0102592468 6.729870927 2.73278349 0 2190 0  
171 8 1.2544540752 1.6706232875 0.0894899065 15.7357194643 96.1414857404 264.0660842896 287.8692382813 295.6384902954 -999.99 5522.2600097656 1255.3398986816 105.9717330933 5.602772437 2.739971484 0 2920 0  
171 9 1.5113219859 1.8964673947 0.0720280578 15.3725972626 141.3863752586 264.3311752319 287.9977233887 295.5062408447 -999.99 5525.0901367188 1255.6497558594 87.0937019348 6.683773222 2.227541905 0 3650 0  
171 10 1.865226643 2.1981721115 0.0932688415 15.884092855 113.3436200966 264.5194351196 288.7468765259 295.8780563354 -999.99 5526.5805664063 1259.604486084 59.7485757828 5.760003686 2.343944185 0 4380 0  
171 11 2.1774598459 2.2993777539 0.1017675274 15.7286750713 70.6346676116 265.2406280518 289.9326629639 296.6874984741 -999.99 5537.1749267578 1265.5752258301 44.8389163971 4.70413932 2.768635341 0 5110 0  
171 12 2.245165715 2.2491837724 0.159092239 15.7570536475 48.165208558 266.1407333374 291.4418441772 297.9276275635 -999.99 5552.5849609375 1273.2584960938 37.7119194031 3.822960823 5.28441636 0 5840 0  
172 1 2.2854057863 2.4875604867 0.131866879 13.4144431282 37.9933931314 266.0976348877 291.938671875 299.0313674927 -999.99 5549.4467041016 1275.426373291 33.9709923744 2.958074986 5.370122837 0 6570 0  
172 2 2.2206093264 2.3828028502 0.1504905671 13.2330563069 32.1429542885 266.7943252563 292.7063049316 299.7426574707 -999.99 5563.9581787109 1279.2817749023 34.6843425751 2 5.214178572 0 7300 0  
172 3 2.0522898036 2.0196215396 0.1132578965 13.2531386095 39.9301388295 267.4855377197 292.9795806885 299.9136032104 -999.99 5580.0973876953 1280.8213073731 38.4581031799 3.075243761 4.889957023 0 8030 0  
172 4 1.7264166444 1.726331628 0.1308403587 16.0713116936 50.8215696018 266.9358932495 292.0710266113 299.4394271851 -999.99 5568.8292724609 1276.1281616211 47.0944852829 2.764370404 4.034270789 0 8760 0  
172 5 1.3639288279 1.4187152475 0.1088994584 17.6353063906 82.6765247429 266.0673660278 290.9168579102 298.4469711304 -999.99 5553.4876220703 1270.3117675781 66.4593509674 3.404564536 4.574528734 0 730 0  
172 6 1.1760986353 1.2149695214 0.0898707577 18.2198511482 100.0392991699 264.9354507446 289.5011459351 297.3259628296 -999.99 5534.1576171875 1263.2328430176 86.6367656708 3.020621078 3.361960923 0 1460 0  
172 7 1.1374066015 1.3010452251 0.0931844886 17.9844458703 115.9016084925 264.2464599609 288.5573120117 296.2739318848 -999.99 5522.8163818359 1258.5911499023 104.0153827667 4.435744911 3.916478256 0 2190 0  
172 8 1.3044864684 1.540735128 0.0869481536 17.4525090768 130.454237853 264.0207962036 287.8529342651 295.5713485718 -999.99 5519.3538574219 1255.154876709 110.6526344299 5.285802893 3.236051704 0 2920 0  
172 9 1.5802961252 1.8426513463 0.074213269 14.8019626428 150.7439547532 264.1333221436 287.6925064087 295.3846466064 -999.99 5520.4094970703 1254.0977478027 93.6035114288 6.561716858 3.12590258 0 3650 0  
172 10 1.9668559866 2.2004789159 0.0899097655 15.3283722841 114.4989233379 264.2004302979 288.4692443848 295.8432846069 -999.99 5519.8485351563 1258.1019104004 63.2189958572 4.475958319 3.494092507 0 4380 0  
172 11 2.2462378842 2.3456530119 0.0885639514 14.250972918 76.2836175948 264.7918869019 289.6051834106 296.7402282715 -999.99 5527.946484375 1263.8340698242 45.3187921524 3.26784821 3.821699983 0 5110 0  
172 12 2.2662442069 2.3456493568 0.1059363807 14.1473398384 66.3058905987 265.4893829346 290.9237457275 297.9206726074 -999.99 5538.1036132813 1270.3003967285 37.2759708405 2.958176975 4.73048909 0 5840 0  
173 1 2.1623781316 2.3626405092 0.0801206387 12.91202542 106.2833889689 265.5113769531 290.9034927368 298.3482696533 -999.99 5536.1622070313 1269.9046936035 37.4909732819 4.830172389 2.765747796 0 6570 0  
173 2 2.1355271975 2.3280678584 0.0898225863 13.4646273591 93.552433864 266.1549331665 291.6853942871 299.1219833374 -999.99 5549.5997070313 1273.8626708984 36.1674860954 4.537996889 2.431406341 0 7300 0  
173 3 2.0175201997 1.9574184379 0.0951242162 13.6899869419 82.2485743948 266.7725982666 291.9877670288 299.3325302124 -999.99 5563.8970703125 1275.6005859375 40.3629962921 4.967017083 3.588142486 0 8030 0  
173 4 1.7399014295 1.5711977541 0.0816992345 16.1694368144 110.2886769556 266.3006973267 291.3608169556 298.8840835571 -999.99 5555.1154785156 1272.4050170898 49.2547403336 3.62696513 3.392287404 0 8760 0  
173 5 1.3626571491 1.2327029416 0.0845521842 17.3988727676 149.011108922 265.6975723267 290.2247634888 297.929069519 -999.99 5543.8262695313 1266.6131652832 66.0466861725 4.225882889 3.613341265 0 730 0  
173 6 1.1728580156 1.0532126507 0.0689387898 16.3804220062 187.8376341405 264.8454650879 289.0118087769 296.8665084839 -999.99 5530.2483642578 1260.6581542969 88.216280365 3.9395188 4.393927288 0 1460 0  
173 7 1.1216710086 1.1233219836 0.0744834914 17.572457919 190.388810199 264.3528961182 288.3563552856 295.9399765015 -999.99 5521.0340087891 1257.4519470215 107.6103580475 4.331282871 3.461541964 0 2190 0  
173 8 1.3023306977 1.3793135078 0.048623369 13.5891807721 240.912468694 264.1027786255 287.5773361206 295.2876266479 -999.99 5518.6005615234 1253.599407959 116.4123550415 5.95209592 3.085082783 0 2920 0  
173 9 1.5584980814 1.7804990769 0.0471050481 15.6283287987 275.034266588 264.0445632935 287.1151947021 295.1267349243 -999.99 5518.1702880859 1251.2538208008 103.6698898315 7.087854377 2 0 3650 0  
173 10 1.9256141167 2.1847598325 0.0430920997 14.4591263432 296.5604541375 264.4108276367 287.6526901245 295.4230545044 -999.99 5521.8367919922 1253.8835693359 74.0512273788 7.445329508 3.051477532 0 4380 0  
173 11 2.1615650108 2.3710635896 0.0490978907 13.779592963 237.5884707692 264.3911819458 288.5293807983 296.1927993774 -999.99 5519.297265625 1258.2220458984 49.6068864822 5.516653869 2.669821058 0 5110 0  
173 12 2.1636648106 2.3286115406 0.0571711995 13.3263234132 176.6175750785 265.1957504272 289.6243545532 297.24737854 -999.99 5529.7725097656 1263.5186584473 41.0121843338 5.319005736 3.241101347 0 5840 0  
174 1 1.8774625524 2.2726650452 0.0111038859 4.6090270135 600.3617644325 266.2088912964 289.6600189209 297.221434021 -999.99 5550.6854736328 1262.9963134766 37.4466927528 8.090933599 2 0 6570 0  
174 2 1.8905938218 2.2116621944 0.0165379809 4.9199753207 527.3675148531 266.6157363892 290.3375152588 297.9910232544 -999.99 5558.8291992188 1266.7720703125 34.3923266411 8.379250533 2 0 7300 0  
174 3 1.8072463651 1.9404449654 0.0191512004 7.0404833564 512.817389479 266.7605773926 290.442755127 298.2348007202 -999.99 5562.4427734375 1267.4678955078 37.7390927315 9.259440421 2.635945988 0 8030 0  
174 4 1.5714410528 1.5673285898 0.0258251616 10.7746139471 441.0567643874 265.9082260132 289.8966491699 297.6989257813 -999.99 5546.4125732422 1264.7578674316 49.8523061752 7.883076843 2 0 8760 0  
174 5 1.2679390553 1.2229717086 0.0296068533 10.7886299153 410.0589310886 265.083807373 288.7139205933 296.7713241577 -999.99 5530.2143066406 1258.7511230469 64.9399522781 8.164446639 2 0 730 0  
174 6 1.072417552 1.0360983757 0.0407381765 12.4354898454 427.0161421631 264.2579269409 287.633253479 295.7430496216 -999.99 5517.75703125 1253.5400085449 87.7680137634 7.792775878 2 0 1460 0  
174 7 1.0243434065 1.1022180653 0.0290011404 11.3241654491 435.1048706904 264.2399032593 287.0730773926 294.9126296997 -999.99 5516.8467529297 1250.5340087891 112.0993236542 8.982888219 2 0 2190 0  
174 8 1.1617785269 1.3575639143 0.0142919541 6.0705788924 563.8114671612 264.356590271 286.6757171631 294.3124252319 -999.99 5521.2385253906 1248.4783874512 123.7797767639 9.356947559 2 0 2920 0  
174 9 1.3753556052 1.8011632157 0.0168019163 7.2246254548 576.6402971561 264.4151351929 286.1762817383 294.1334075928 -999.99 5524.6137451172 1246.0426452637 107.9851821899 10.161228764 2 0 3650 0  
