#CELL fcp1 ffp2 fcp2 fp4 ff4 fp5 ff5 fa6 fw6 fs6 fw7 fs7 fw3 fo3 tauveg focp4 focp5 focs7 rhop12 rho45 rhop45 rhob4 rhos6 rhos7 rhob5 rho3 scavrain scavsnow intercept A perc4 perc5 perc3 perc6 LAI mveg h4 h6 h7 mtc4air mtc4water diff6air diff6water mtc6air diff7water seddep sedresup runoff6solids sedburial diffstrato convec6solids mtcairvegair vegwateruptake mtc25air mtc25water resusp6 prodaerosol5 partsink5 focs6 vrain perc9 mtccaerosol1 mtcfaerosol2 mtccaerosol2 cfom1 ffom2 cfom2 dc1 df2 dc2
474 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 50463698196.7239 0 1 0.55581 0 0.61676 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.1641636927207E-011 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
475 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 50463698196.7239 0 1 0.55581 0 0.61676 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.1641636927207E-011 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
476 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 50463698196.7239 0 1 0.55581 0 0.61676 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.1641636927207E-011 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
477 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 50463698196.7243 0 1 0.451 0 0.70157 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 7.3739467995765E-011 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
478 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 50463698196.7239 0 1 0.451 0 0.70157 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 7.3739467995765E-011 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
479 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 50463698196.7239 0 1 0.451 0 0.70157 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 7.3739467995765E-011 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
480 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 50463698196.7239 0 0.9420726776 0.451 0.0579273224 0.70157 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 7.3739467995765E-011 7.5456E-008 0.007 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
481 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0001146807 0.6019882584 0.0092957 0.3978970718 0.61247 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 8.90840596400817E-011 7.5456E-008 0.0132215481 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
482 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0 0.9904432678 0.0092957 0.0095567214 0.61247 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 8.90840596400817E-011 7.5456E-008 0.0127666105 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
483 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0 1 0.0092957 0 0.61247 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 8.90840596400817E-011 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
484 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8179 0 0.9259996033 0.0092957 0.0740003633 0.61247 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 8.90840596400817E-011 7.5456E-008 0.0314 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
485 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.00162239 0.5643418503 0.4924 0.434035759 1.6661 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.4047178156934E-011 7.5456E-008 0.0229233622 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
486 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.004369334 0.2802840614 0.4924 0.7153466034 1.6661 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.4047178156934E-011 7.5456E-008 0.0205325368 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
487 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0119115913 0.0612371969 0.4924 0.9268511963 1.6661 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.4047178156934E-011 7.5456E-008 0.0183570008 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
488 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0032740283 0.1286362267 0.4924 0.8680897522 1.6661 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.4047178156934E-011 7.5456E-008 0.0185256101 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
489 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0054140693 0.1117864704 0.4679 0.8827994537 1.2239 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.09884604201204E-011 7.5456E-008 0.0159254552 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
490 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.000997688 0.3139835739 0.4679 0.6850187683 1.2239 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.09884604201204E-011 7.5456E-008 0.0127180175 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
491 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0071544743 0.4023716354 0.4679 0.5904738617 1.2239 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.09884604201204E-011 7.5456E-008 0.0652923452 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
492 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8179 0.0022808589 0.5791478348 0.4679 0.4185713196 1.2239 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.09884604201204E-011 7.5456E-008 0.0925096573 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
493 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0174033952 0.5791478348 0.48586 0.4034487915 1.1463 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.355049283896E-011 7.5456E-008 0.0201025743 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
494 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0101639581 0.3316611862 0.48586 0.6581748199 1.1463 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.355049283896E-011 7.5456E-008 0.0209678134 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
495 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0276733112 0.4023716354 0.48586 0.5699550247 1.1463 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.355049283896E-011 7.5456E-008 0.0201186745 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
496 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8179 0.0070486355 0.3180266571 0.48586 0.6749246979 1.1463 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.355049283896E-011 7.5456E-008 0.024838501 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
497 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0094818819 0.5342405319 0.24171 0.4562775803 0.59438 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.36279195686779E-011 7.5456E-008 0.0360444257 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
498 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0047432405 0.2532385635 0.24171 0.7420182037 0.59438 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.36279195686779E-011 7.5456E-008 0.0648565575 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
499 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.013707788 0 0.24171 0.986292181 0.59438 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.36279195686779E-011 7.5456E-008 0.043500668 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
500 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.020417335 0.2775013542 0.24171 0.7020812988 0.59438 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.36279195686779E-011 7.5456E-008 0.0185596298 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
501 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8179 0.0044853851 0.3729579163 0.017979 0.6225567245 0.079056 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.1291464708755E-011 7.5456E-008 0.0182558283 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
502 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0 0.7774765015 0.017979 0.2225234985 0.079056 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.1291464708755E-011 7.5456E-008 0.019514907 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
503 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0012899168 0.5477458191 0.017979 0.450964241 0.079056 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.1291464708755E-011 7.5456E-008 0.0160009565 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
504 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0030771515 0.3133099937 0.017979 0.6836128235 0.079056 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.1291464708755E-011 7.5456E-008 0.0124726996 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
505 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.004367291 0.4717925262 0.029295 0.5238402176 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.0105640023 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
506 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8177 0.0147725117 0.1808885384 0.029295 0.8043389893 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.0123008186 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
507 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0092268974 0.4116098404 0.029295 0.5791632462 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.013816444 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
508 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0079698652 0.4681417084 0.029295 0.5084188156 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.0136766753 25200 0.0154695816 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
509 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0156124353 0.1050311279 0.054006 0.8578146673 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.0123870896 25200 0.0215417933 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
510 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8177 0.0069049215 0.1319368935 0.054006 0.4804367943 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.0122369297 25200 0.3807214241 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
511 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0041762874 0.8212939453 0.054006 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.0120010621 25200 0.1745297623 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
512 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8177 0 0.9713298035 0.054006 0.0286701655 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.0115 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
513 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0 1 0.04 0 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0 25200 0 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
514 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0015061393 0.6621870422 0.04 0.3220349859 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0.0288724521 25200 0.0142718149 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
515 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8177 0.0191788471 0.1110005379 0.04 0.5928171999 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0.0218045222 25200 0.277003433 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
516 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0.0001009475 0 0.04 0 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0.0161 25200 0.9998990631 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
517 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8176 0 0 0.0048179 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.5944099649102E-010 7.5456E-008 0.0161 25200 1 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
518 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8175 0 0 0.0048179 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.5944099649102E-010 7.5456E-008 0.0161 25200 1 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
519 2E-011 2E-011 2E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 61235888425.8176 0.0009710956 0 0.0048179 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.5944099649102E-010 7.5456E-008 0.0161 25200 0.9990289307 10.8 10.8 10.8 0.1 0.3 0.1 10 0.3 10
