#m: month      
#r cell number     
#c1 compartmet1 lower_gas     
#c2 compartmet2 lower_fine_particle     
#c3 compartmet3 lower_coarse_particle     
#e total emission in this cell (mol/h) 
#rgp: ratio of gas to particle  
#rfcp ratio of fine to coarse particle 
#m r c1 c2 c3 e(mol/h) rgp rfcp
3 1989 2 9 10 6.2142356915 1 0
3 1990 2 9 10 3.0936074298 1 0
3 1991 2 9 10 1.0221942739 1 0
3 1993 2 9 10 0.0431900173 1 0
3 1994 2 9 10 1.5658682152 1 0
3 1995 2 9 10 4.9429548567 1 0
3 1996 2 9 10 10.1744480485 1 0
3 1997 2 9 10 1.2070561885 1 0
3 1998 2 9 10 0.4023520988 1 0
3 1999 2 9 10 0.1255735009 1 0
3 2000 2 9 10 0.3767205027 1 0
3 2001 2 9 10 1.9812660329 1 0
3 2002 2 9 10 0.6666001689 1 0
3 2003 2 9 10 0.0061782263 1 0
3 2006 2 9 10 0.2480447958 1 0
3 2007 2 9 10 0.2591423909 1 0
3 2008 2 9 10 0.033293001 1 0
3 2039 2 9 10 0.0037920232 1 0
3 2040 2 9 10 0.011376068 1 0
3 2041 2 9 10 0.7172636893 1 0
3 2042 2 9 10 0.9272000383 1 0
3 2043 2 9 10 1.4235411295 1 0
3 2044 2 9 10 2.2062848052 1 0
3 2045 2 9 10 5.5205294549 1 0
3 2046 2 9 10 4.8668818929 1 0
3 2047 2 9 10 4.6763550334 1 0
3 2048 2 9 10 4.9489456397 1 0
3 2049 2 9 10 0.117882749 1 0
3 2050 2 9 10 0.0392942497 1 0
3 2059 2 9 10 0.0070973219 1 0
3 2060 2 9 10 0.0212919656 1 0
3 2061 2 9 10 0.1274726951 1 0
3 2062 2 9 10 0.1817650494 1 0
3 2063 2 9 10 0.2442385852 1 0
3 2064 2 9 10 0.3148935723 1 0
3 2065 2 9 10 1.0638109297 1 0
3 2066 2 9 10 1.771082608 1 0
3 2067 2 9 10 1.4746092503 1 0
3 2068 2 9 10 0.1743884291 1 0
3 2069 2 9 10 0.0168614836 1 0
3 2070 2 9 10 0.0221567369 1 0
3 2071 2 9 10 0.0190190178 1 0
3 2072 2 9 10 0.0074483046 1 0
3 2073 2 9 10 0.0839683357 1 0
3 2074 2 9 10 0.1634229496 1 0
3 2075 2 9 10 0.1896166704 1 0
3 2076 2 9 10 0.1625498219 1 0
3 2077 2 9 10 0.0540420954 1 0
3 2078 2 9 10 0.0183656907 1 0
3 2079 2 9 10 0.0003516579 1 0
3 2083 2 9 10 0.0180688057 1 0
3 2084 2 9 10 0.0542064171 1 0
3 2085 2 9 10 3.695290816 1 0
3 2086 2 9 10 1.8397405955 1 0
3 2087 2 9 10 0.6079768103 1 0
3 2089 2 9 10 0.0180408128 1 0
3 2090 2 9 10 1.9989815955 1 0
3 2091 2 9 10 3.6070571831 1 0
3 2092 2 9 10 4.8422660056 1 0
3 2093 2 9 10 1.5011882586 1 0
3 2094 2 9 10 0.5003961581 1 0
3 2095 2 9 10 0.1020785186 1 0
3 2096 2 9 10 0.3062355017 1 0
3 2097 2 9 10 1.3232115635 1 0
3 2098 2 9 10 0.5684689317 1 0
3 2099 2 9 10 0.1327479828 1 0
3 2100 2 9 10 0.0160482961 1 0
3 2102 2 9 10 0.112099445 1 0
3 2103 2 9 10 0.112099445 1 0
3 2105 2 9 10 0.002743394 1 0
3 2106 2 9 10 0.0028152559 1 0
3 2107 2 9 10 0.0019007926 1 0
3 2109 2 9 10 0.0026485659 1 0
3 2110 2 9 10 0.0061655164 1 0
3 2111 2 9 10 0.0052826595 1 0
3 2137 2 9 10 0.0010252304 1 0
3 2138 2 9 10 0.3395965295 1 0
3 2139 2 9 10 1.2404821142 1 0
3 2140 2 9 10 2.7036821732 1 0
3 2141 2 9 10 3.9185579384 1 0
3 2142 2 9 10 1.8877040827 1 0
3 2143 2 9 10 1.3905171069 1 0
3 2144 2 9 10 2.4269953926 1 0
3 2145 2 9 10 0.1089084967 1 0
3 2146 2 9 10 0.0651576548 1 0
3 2147 2 9 10 0.0288548153 1 0
3 2157 2 9 10 0.0633576146 1 0
3 2158 2 9 10 0.0879644388 1 0
3 2159 2 9 10 0.3759824038 1 0
3 2160 2 9 10 0.9274115094 1 0
3 2161 2 9 10 2.191364222 1 0
3 2162 2 9 10 17.8929501983 1 0
3 2163 2 9 10 17.2097527822 1 0
3 2164 2 9 10 0.1417548189 1 0
3 2166 2 9 10 0.0053398338 1 0
3 2167 2 9 10 0.0053398338 1 0
3 2170 2 9 10 0.0784851913 1 0
3 2171 2 9 10 0.0839348888 1 0
3 2172 2 9 10 0.0163491246 1 0
3 2173 2 9 10 0.0095811151 1 0
3 2174 2 9 10 0.003193705 1 0
3 2179 2 9 10 0.0072608883 1 0
3 2180 2 9 10 0.0217826596 1 0
3 2181 2 9 10 0.8692914737 1 0
3 2182 2 9 10 0.4732342555 1 0
3 2183 2 9 10 0.183470359 1 0
3 2185 2 9 10 0.0010595923 1 0
3 2186 2 9 10 1.4092630518 1 0
3 2187 2 9 10 2.9630164526 1 0
3 2188 2 9 10 4.6623197159 1 0
3 2189 2 9 10 2.6929176452 1 0
3 2190 2 9 10 1.4937047699 1 0
3 2191 2 9 10 0.7536620791 1 0
3 2192 2 9 10 0.4727874149 1 0
3 2193 2 9 10 0.522577484 1 0
3 2194 2 9 10 0.2486714949 1 0
3 2195 2 9 10 0.0776763682 1 0
3 2196 2 9 10 0.0095922874 1 0
3 2201 2 9 10 0.001639765 1 0
3 2202 2 9 10 0.0016827179 1 0
3 2203 2 9 10 0.0011361292 1 0
3 2205 2 9 10 0.0015830837 1 0
3 2206 2 9 10 0.0036852125 1 0
3 2207 2 9 10 0.0031575165 1 0
3 2231 2 9 10 0.0003736902 1 0
3 2232 2 9 10 0.0011210705 1 0
3 2233 2 9 10 0.0031785088 1 0
3 2234 2 9 10 0.0984091707 1 0
3 2235 2 9 10 0.895343962 1 0
3 2236 2 9 10 2.3939837777 1 0
3 2237 2 9 10 1.848557647 1 0
3 2238 2 9 10 0.6380175795 1 0
3 2239 2 9 10 0.0546670681 1 0
3 2240 2 9 10 0.0985055196 1 0
3 2241 2 9 10 0.070223791 1 0
3 2242 2 9 10 0.0922127968 1 0
3 2243 2 9 10 0.1812037338 1 0
3 2244 2 9 10 0.3371968177 1 0
3 2254 2 9 10 0.0094400498 1 0
3 2255 2 9 10 0.2121953138 1 0
3 2256 2 9 10 0.6082659647 1 0
3 2257 2 9 10 1.236556951 1 0
3 2258 2 9 10 13.9042485797 1 0
3 2259 2 9 10 13.5227913394 1 0
3 2260 2 9 10 0.09218728 1 0
3 2265 2 9 10 0.1624649638 1 0
3 2266 2 9 10 0.2593774907 1 0
3 2267 2 9 10 0.2053955459 1 0
3 2268 2 9 10 0.0005193051 1 0
3 2269 2 9 10 0.0064960318 1 0
3 2270 2 9 10 0.002165343 1 0
3 2273 2 9 10 0.0027390955 1 0
3 2274 2 9 10 0.0009130315 1 0
3 2275 2 9 10 0.0056366282 1 0
3 2276 2 9 10 0.0169098953 1 0
3 2278 2 9 10 0.0075025858 1 0
3 2279 2 9 10 0.0075025858 1 0
3 2282 2 9 10 0.458059907 1 0
3 2283 2 9 10 2.4030727207 1 0
3 2284 2 9 10 5.8350388186 1 0
3 2285 2 9 10 1.6845439809 1 0
3 2286 2 9 10 1.0927015549 1 0
3 2287 2 9 10 0.8815109447 1 0
3 2288 2 9 10 1.0509710714 1 0
3 2289 2 9 10 0.0610550069 1 0
3 2290 2 9 10 0.0302564859 1 0
3 2291 2 9 10 0.0552718648 1 0
3 2292 2 9 10 0.1361011489 1 0
3 2293 2 9 10 0.0069698835 1 0
3 2294 2 9 10 0.0023232936 1 0
3 2301 2 9 10 0.0041349571 1 0
3 2302 2 9 10 0.0013783192 1 0
3 2327 2 9 10 0.0003736902 1 0
3 2328 2 9 10 0.0011210705 1 0
3 2329 2 9 10 0.0031785088 1 0
3 2330 2 9 10 0.2258887171 1 0
3 2331 2 9 10 0.8639318673 1 0
3 2332 2 9 10 1.9173084229 1 0
3 2333 2 9 10 0.0167551923 1 0
3 2334 2 9 10 0.0824863115 1 0
3 2335 2 9 10 0.1215798794 1 0
3 2336 2 9 10 0.1340357988 1 0
3 2337 2 9 10 0.1609837487 1 0
3 2338 2 9 10 0.128075226 1 0
3 2339 2 9 10 0.2226249406 1 0
3 2340 2 9 10 0.4446330006 1 0
3 2341 2 9 10 0.4404719284 1 0
3 2342 2 9 10 0.9283242879 1 0
3 2343 2 9 10 0.781694412 1 0
3 2344 2 9 10 0.000581756 1 0
3 2346 2 9 10 0.0002234211 1 0
3 2347 2 9 10 0.0008363764 1 0
3 2348 2 9 10 0.0018388661 1 0
3 2349 2 9 10 0.0003350817 1 0
3 2350 2 9 10 0.0001116939 1 0
3 2354 2 9 10 0.7483655904 1 0
3 2355 2 9 10 1.9407417981 1 0
3 2356 2 9 10 3.577129702 1 0
3 2357 2 9 10 0.2006046997 1 0
3 2358 2 9 10 0.0700422603 1 0
3 2359 2 9 10 0.0084077092 1 0
3 2360 2 9 10 0.0157010465 1 0
3 2361 2 9 10 0.1875827173 1 0
3 2362 2 9 10 0.3580819118 1 0
3 2363 2 9 10 0.2995401746 1 0
3 2364 2 9 10 0.0119575381 1 0
3 2367 2 9 10 0.0027392055 1 0
3 2368 2 9 10 0.0082176172 1 0
3 2369 2 9 10 0.0027390955 1 0
3 2370 2 9 10 0.0009130315 1 0
3 2374 2 9 10 0.0002242765 1 0
3 2375 2 9 10 0.0002242765 1 0
3 2377 2 9 10 0.0010092341 1 0
3 2378 2 9 10 0.0428157943 1 0
3 2379 2 9 10 1.2868584889 1 0
3 2380 2 9 10 3.7331371358 1 0
3 2381 2 9 10 0.4846480323 1 0
3 2382 2 9 10 0.2941933536 1 0
3 2383 2 9 10 0.4126596442 1 0
3 2384 2 9 10 0.8400469581 1 0
3 2385 2 9 10 0.1200916513 1 0
3 2386 2 9 10 0.0592373801 1 0
3 2387 2 9 10 0.0652713744 1 0
3 2388 2 9 10 0.1381936342 1 0
3 2389 2 9 10 0.0088609156 1 0
3 2390 2 9 10 0.0244921335 1 0
3 2391 2 9 10 0.0228505564 1 0
3 2392 2 9 10 0.0039361424 1 0
3 2393 2 9 10 0.0071068866 1 0
3 2394 2 9 10 0.0023689633 1 0
3 2397 2 9 10 0.0041349571 1 0
3 2398 2 9 10 0.0013783192 1 0
3 2402 2 9 10 0.0034503145 1 0
3 2403 2 9 10 0.0035462792 1 0
3 2404 2 9 10 0.0002878931 1 0
3 2426 2 9 10 0.165384722 1 0
3 2427 2 9 10 0.5590061379 1 0
3 2428 2 9 10 1.1808645176 1 0
3 2429 2 9 10 0.0498463355 1 0
3 2430 2 9 10 0.1376189398 1 0
3 2431 2 9 10 0.2059750415 1 0
3 2432 2 9 10 0.2549144787 1 0
3 2433 2 9 10 0.1981604818 1 0
3 2434 2 9 10 0.1140446018 1 0
3 2435 2 9 10 0.1099871613 1 0
3 2436 2 9 10 0.1859881063 1 0
3 2437 2 9 10 0.7203478231 1 0
3 2438 2 9 10 2.4601596767 1 0
3 2439 2 9 10 2.597571677 1 0
3 2440 2 9 10 1.1325811264 1 0
3 2442 2 9 10 0.0002878024 1 0
3 2443 2 9 10 0.0010773877 1 0
3 2444 2 9 10 0.0023687561 1 0
3 2445 2 9 10 0.0004316393 1 0
3 2446 2 9 10 0.0001438798 1 0
3 2450 2 9 10 0.07214246 1 0
3 2451 2 9 10 2.1063927471 1 0
3 2452 2 9 10 6.1027494049 1 0
3 2453 2 9 10 0.2584110892 1 0
3 2454 2 9 10 0.0902257234 1 0
3 2455 2 9 10 0.0108304887 1 0
3 2456 2 9 10 0.0202254822 1 0
3 2457 2 9 10 0.0414135249 1 0
3 2458 2 9 10 0.3266523923 1 0
3 2459 2 9 10 0.3177592759 1 0
3 2460 2 9 10 0.014734289 1 0
3 2463 2 9 10 0.0035285394 1 0
3 2464 2 9 10 0.0105856191 1 0
3 2465 2 9 10 0.013577844 1 0
3 2466 2 9 10 0.0067225001 1 0
3 2467 2 9 10 0.0051892125 1 0
3 2468 2 9 10 0.00897798 1 0
3 2470 2 9 10 0.0012459162 1 0
3 2471 2 9 10 0.0017232292 1 0
3 2472 2 9 10 0.0014319412 1 0
3 2473 2 9 10 0.0013000566 1 0
3 2474 2 9 10 0.0011991298 1 0
3 2475 2 9 10 0.4427147632 1 0
3 2476 2 9 10 1.3258468607 1 0
3 2477 2 9 10 1.9757596914 1 0
3 2478 2 9 10 1.0873759349 1 0
3 2479 2 9 10 0.5183833964 1 0
3 2480 2 9 10 0.2687825614 1 0
3 2481 2 9 10 0.1036299722 1 0
3 2482 2 9 10 0.0511490409 1 0
3 2483 2 9 10 0.0175041886 1 0
3 2484 2 9 10 0.0026954256 1 0
3 2485 2 9 10 0.0230583754 1 0
3 2486 2 9 10 0.2274366642 1 0
3 2487 2 9 10 0.2426024352 1 0
3 2488 2 9 10 0.0685553269 1 0
3 2489 2 9 10 0.0091548173 1 0
3 2490 2 9 10 0.0042129943 1 0
3 2491 2 9 10 0.0012269016 1 0
3 2492 2 9 10 0.0001965397 1 0
3 2494 2 9 10 0.0010184876 1 0
3 2495 2 9 10 0.0010184876 1 0
3 2498 2 9 10 0.0089874854 1 0
3 2499 2 9 10 0.0092343024 1 0
3 2500 2 9 10 0.0007404424 1 0
3 2503 2 9 10 0.0005665436 1 0
3 2504 2 9 10 0.0016996318 1 0
3 2522 2 9 10 0.0019584444 1 0
3 2523 2 9 10 0.518149915 1 0
3 2524 2 9 10 1.5485739764 1 0
3 2525 2 9 10 0.0992527895 1 0
3 2526 2 9 10 0.0794042816 1 0
3 2527 2 9 10 0.1148272069 1 0
3 2528 2 9 10 0.2055216733 1 0
3 2529 2 9 10 0.0349288813 1 0
3 2530 2 9 10 0.0344820784 1 0
3 2531 2 9 10 0.0768540044 1 0
3 2532 2 9 10 0.162044503 1 0
3 2533 2 9 10 0.3905411663 1 0
3 2534 2 9 10 3.0518769464 1 0
3 2535 2 9 10 3.5528973759 1 0
3 2536 2 9 10 1.8936026168 1 0
3 2547 2 9 10 0.8590459131 1 0
3 2548 2 9 10 2.5771377392 1 0
3 2551 2 9 10 0.0455061009 1 0
3 2552 2 9 10 0.1365182649 1 0
3 2553 2 9 10 0.2483907561 1 0
3 2554 2 9 10 0.4716971517 1 0
3 2555 2 9 10 0.3899706258 1 0
3 2556 2 9 10 0.0032110888 1 0
3 2557 2 9 10 0.0029973142 1 0
3 2558 2 9 10 0.0009991045 1 0
3 2561 2 9 10 0.0228815273 1 0
3 2562 2 9 10 0.0113020963 1 0
3 2563 2 9 10 0.0086817693 1 0
3 2564 2 9 10 0.015020541 1 0
3 2566 2 9 10 0.0016011208 1 0
3 2567 2 9 10 0.0024930683 1 0
3 2568 2 9 10 0.0026758435 1 0
3 2570 2 9 10 0.0012811784 1 0
3 2571 2 9 10 0.0012811784 1 0
3 2573 2 9 10 2.3934831522 1 0
3 2574 2 9 10 1.3768858503 1 0
3 2575 2 9 10 0.662218077 1 0
3 2576 2 9 10 0.2494781062 1 0
3 2577 2 9 10 0.0317543921 1 0
3 2578 2 9 10 0.0505700253 1 0
3 2579 2 9 10 0.056100918 1 0
3 2580 2 9 10 0.0483470214 1 0
3 2581 2 9 10 0.0537244571 1 0
3 2582 2 9 10 0.340697636 1 0
3 2583 2 9 10 0.3581937973 1 0
3 2584 2 9 10 0.1062129411 1 0
3 2585 2 9 10 0.0028252419 1 0
3 2586 2 9 10 0.0028847996 1 0
3 2587 2 9 10 0.002052657 1 0
3 2588 2 9 10 0.0003288192 1 0
3 2590 2 9 10 0.0019654694 1 0
3 2591 2 9 10 0.0019654694 1 0
3 2594 2 9 10 0.0136099477 1 0
3 2595 2 9 10 0.0138008219 1 0
3 2596 2 9 10 0.0005726196 1 0
3 2599 2 9 10 0.0017105161 1 0
3 2600 2 9 10 0.0051315488 1 0
3 2601 2 9 10 0.014234327 1 0
3 2602 2 9 10 0.0047447767 1 0
3 2619 2 9 10 0.8537974369 1 0
3 2620 2 9 10 2.5613928502 1 0
3 2621 2 9 10 0.2992427664 1 0
3 2622 2 9 10 0.3161131997 1 0
3 2623 2 9 10 0.430228202 1 0
3 2624 2 9 10 0.6415877733 1 0
3 2625 2 9 10 0.2242573683 1 0
3 2626 2 9 10 0.1423598853 1 0
3 2627 2 9 10 0.370370003 1 0
3 2628 2 9 10 0.9082879375 1 0
3 2629 2 9 10 0.4796201443 1 0
3 2630 2 9 10 2.2564520158 1 0
3 2631 2 9 10 2.0965798392 1 0
3 2643 2 9 10 0.0179750193 1 0
3 2644 2 9 10 0.0539250364 1 0
3 2645 2 9 10 0.0098413756 1 0
3 2646 2 9 10 0.0032804589 1 0
3 2647 2 9 10 0.1325284736 1 0
3 2648 2 9 10 0.3975853668 1 0
3 2649 2 9 10 0.6333592804 1 0
3 2650 2 9 10 0.3640813802 1 0
3 2651 2 9 10 0.157506667 1 0
3 2652 2 9 10 0.0136348872 1 0
3 2653 2 9 10 0.0076937082 1 0
3 2654 2 9 10 0.0025645692 1 0
3 2657 2 9 10 0.000365594 1 0
3 2658 2 9 10 0.0001218647 1 0
3 2663 2 9 10 0.0002066278 1 0
3 2664 2 9 10 0.0006198834 1 0
3 2669 2 9 10 0.0019179558 1 0
3 2670 2 9 10 0.0006393188 1 0
3 2673 2 9 10 0.0852446072 1 0
3 2674 2 9 10 0.1174607238 1 0
3 2675 2 9 10 0.1265306775 1 0
3 2676 2 9 10 0.1124545223 1 0
3 2677 2 9 10 0.0431164178 1 0
3 2678 2 9 10 0.0179419716 1 0
3 2679 2 9 10 0.0204922325 1 0
3 2680 2 9 10 0.0507672384 1 0
3 2681 2 9 10 0.0062514751 1 0
3 2682 2 9 10 0.0020838252 1 0
3 2685 2 9 10 0.0512052533 1 0
3 2686 2 9 10 0.0176470341 1 0
3 2687 2 9 10 0.0026059582 1 0
3 2688 2 9 10 0.0060820123 1 0
3 2689 2 9 10 0.0052547135 1 0
3 2690 2 9 10 0.0219727193 1 0
3 2691 2 9 10 0.0202211449 1 0
3 2694 2 9 10 0.0002469874 1 0
3 2695 2 9 10 0.0016284059 1 0
3 2696 2 9 10 0.004144257 1 0
3 2697 2 9 10 0.0430356919 1 0
3 2698 2 9 10 0.0143452306 1 0
3 2715 2 9 10 0.0254515705 1 0
3 2716 2 9 10 0.0763547276 1 0
3 2717 2 9 10 0.6380035533 1 0
3 2718 2 9 10 0.8326055478 1 0
3 2719 2 9 10 1.1468953485 1 0
3 2720 2 9 10 1.5808724157 1 0
3 2721 2 9 10 0.4720681972 1 0
3 2722 2 9 10 0.523960462 1 0
3 2723 2 9 10 1.3876897594 1 0
3 2724 2 9 10 3.0632553881 1 0
3 2725 2 9 10 1.927291263 1 0
3 2726 2 9 10 1.0502152779 1 0
3 2727 2 9 10 0.407784749 1 0
3 2739 2 9 10 0.0099525976 1 0
3 2740 2 9 10 0.0298577981 1 0
3 2741 2 9 10 0.0404221299 1 0
3 2742 2 9 10 0.0138723607 1 0
3 2743 2 9 10 0.12576075 1 0
3 2744 2 9 10 0.3760872762 1 0
3 2745 2 9 10 0.3950582328 1 0
3 2746 2 9 10 0.1861599266 1 0
3 2747 2 9 10 0.0610543595 1 0
3 2748 2 9 10 0.0197415532 1 0
3 2749 2 9 10 0.0255110521 1 0
3 2750 2 9 10 0.0085036858 1 0
3 2751 2 9 10 0.0434436208 1 0
3 2752 2 9 10 0.1303308462 1 0
3 2766 2 9 10 0.0426443408 1 0
3 2767 2 9 10 0.1129157668 1 0
3 2768 2 9 10 0.2108142779 1 0
3 2769 2 9 10 0.0556964255 1 0
3 2770 2 9 10 0.0720330021 1 0
3 2771 2 9 10 0.0601603006 1 0
3 2772 2 9 10 0.0200784073 1 0
3 2773 2 9 10 0.0469451727 1 0
3 2774 2 9 10 0.0179036209 1 0
3 2775 2 9 10 0.0896471448 1 0
3 2776 2 9 10 0.262175653 1 0
3 2781 2 9 10 0.1548125679 1 0
3 2782 2 9 10 0.0516041947 1 0
3 2783 2 9 10 0.0087235187 1 0
3 2784 2 9 10 0.0261705615 1 0
3 2785 2 9 10 0.0229951822 1 0
3 2786 2 9 10 0.0102072099 1 0
3 2787 2 9 10 0.0025421474 1 0
3 2790 2 9 10 0.001080843 1 0
3 2791 2 9 10 0.001080843 1 0
3 2813 2 9 10 0.4074666253 1 0
3 2814 2 9 10 0.338450917 1 0
3 2815 2 9 10 0.327408995 1 0
3 2816 2 9 10 0.3743406972 1 0
3 2817 2 9 10 0.3919578071 1 0
3 2818 2 9 10 1.1792898129 1 0
3 2819 2 9 10 3.1799189412 1 0
3 2820 2 9 10 6.3938458932 1 0
3 2821 2 9 10 7.449453685 1 0
3 2822 2 9 10 2.6871976747 1 0
3 2823 2 9 10 0.2040466082 1 0
3 2835 2 9 10 0.0054941441 1 0
3 2836 2 9 10 0.0164824216 1 0
3 2837 2 9 10 0.0844641061 1 0
3 2838 2 9 10 0.0325170854 1 0
3 2839 2 9 10 0.3230780986 1 0
3 2840 2 9 10 0.956146768 1 0
3 2841 2 9 10 0.3172011971 1 0
3 2842 2 9 10 0.1057772134 1 0
3 2843 2 9 10 4.34961594879147E-005 1 0
3 2845 2 9 10 0.0975949529 1 0
3 2846 2 9 10 0.0325316564 1 0
3 2847 2 9 10 0.1901138973 1 0
3 2848 2 9 10 0.5703414222 1 0
3 2862 2 9 10 0.1881660432 1 0
3 2863 2 9 10 0.49917119 1 0
3 2864 2 9 10 0.9330154944 1 0
3 2865 2 9 10 0.0585106099 1 0
3 2866 2 9 10 0.0195035402 1 0
3 2867 2 9 10 0.0209574259 1 0
3 2868 2 9 10 0.06287231 1 0
3 2869 2 9 10 0.1977255634 1 0
3 2870 2 9 10 0.076148759 1 0
3 2871 2 9 10 0.1883739538 1 0
3 2872 2 9 10 0.5344009321 1 0
3 2873 2 9 10 0.0815711594 1 0
3 2874 2 9 10 0.0271903865 1 0
3 2877 2 9 10 0.0181850393 1 0
3 2878 2 9 10 0.0060616798 1 0
3 2879 2 9 10 0.0113521427 1 0
3 2880 2 9 10 0.0340564226 1 0
3 2909 2 9 10 0.418500779 1 0
3 2910 2 9 10 0.6965049923 1 0
3 2911 2 9 10 0.7942823391 1 0
3 2912 2 9 10 0.7118334127 1 0
3 2913 2 9 10 2.074238885 1 0
3 2914 2 9 10 2.6693364559 1 0
3 2915 2 9 10 8.1600182709 1 0
3 2916 2 9 10 18.5462935008 1 0
3 2917 2 9 10 10.0531974059 1 0
3 2918 2 9 10 3.7259584461 1 0
3 2919 2 9 10 0.3748926261 1 0
3 2931 2 9 10 0.0389221306 1 0
3 2932 2 9 10 0.1167663756 1 0
3 2933 2 9 10 0.275787273 1 0
3 2934 2 9 10 0.1357624175 1 0
3 2935 2 9 10 1.6377392692 1 0
3 2936 2 9 10 4.7817162098 1 0
3 2937 2 9 10 1.1740235344 1 0
3 2938 2 9 10 0.3916493937 1 0
3 2939 2 9 10 0.0003081397 1 0
3 2958 2 9 10 0.0149580384 1 0
3 2959 2 9 10 0.0409819889 1 0
3 2960 2 9 10 0.0780718516 1 0
3 2961 2 9 10 0.2752257956 1 0
3 2962 2 9 10 0.0917418959 1 0
3 2963 2 9 10 0.112070098 1 0
3 2964 2 9 10 0.336210348 1 0
3 2965 2 9 10 0.0003267508 1 0
3 2966 2 9 10 0.0289864561 1 0
3 2967 2 9 10 0.1694725884 1 0
3 2968 2 9 10 0.4217851091 1 0
3 2969 2 9 10 0.7932465621 1 0
3 2970 2 9 10 0.2644155747 1 0
3 2973 2 9 10 0.1288281603 1 0
3 2974 2 9 10 0.0429427255 1 0
3 3005 2 9 10 0.6255127303 1 0
3 3006 2 9 10 1.0268083366 1 0
3 3007 2 9 10 1.0978556243 1 0
3 3008 2 9 10 0.8386535144 1 0
3 3009 2 9 10 2.388653842 1 0
3 3010 2 9 10 3.5577110415 1 0
3 3011 2 9 10 3.6567194524 1 0
3 3012 2 9 10 2.6856823114 1 0
3 3029 2 9 10 0.1238969448 1 0
3 3030 2 9 10 0.4258935832 1 0
3 3031 2 9 10 4.0130234962 1 0
3 3032 2 9 10 10.8852823679 1 0
3 3033 2 9 10 2.7777202669 1 0
3 3034 2 9 10 0.9259069354 1 0
3 3054 2 9 10 0.0605296737 1 0
3 3055 2 9 10 0.0803222929 1 0
3 3056 2 9 10 0.0593778574 1 0
3 3057 2 9 10 0.1053682433 1 0
3 3058 2 9 10 0.0351227442 1 0
3 3061 2 9 10 0.0049715002 1 0
3 3062 2 9 10 0.2204549339 1 0
3 3063 2 9 10 0.2462703264 1 0
3 3064 2 9 10 0.0824178531 1 0
3 3065 2 9 10 3.2768795346 1 0
3 3066 2 9 10 1.0922931782 1 0
3 3101 2 9 10 5.5727876402 1 0
3 3102 2 9 10 3.1280275935 1 0
3 3103 2 9 10 3.5402884096 1 0
3 3104 2 9 10 6.8095646939 1 0
3 3105 2 9 10 1.8555162341 1 0
3 3106 2 9 10 2.2652064891 1 0
3 3107 2 9 10 1.6467025163 1 0
3 3125 2 9 10 2.1938705865 1 0
3 3126 2 9 10 0.8603924232 1 0
3 3127 2 9 10 0.6104907274 1 0
3 3128 2 9 10 1.4441649597 1 0
3 3129 2 9 10 0.2894512213 1 0
3 3130 2 9 10 0.0964837045 1 0
3 3151 2 9 10 0.9995959939 1 0
3 3152 2 9 10 2.9987874421 1 0
3 3153 2 9 10 0.2280812196 1 0
3 3154 2 9 10 0.0760271092 1 0
3 3155 2 9 10 0.0016092042 1 0
3 3156 2 9 10 0.0048276125 1 0
3 3157 2 9 10 0.1906203491 1 0
3 3158 2 9 10 0.0845386065 1 0
3 3159 2 9 10 0.2074350555 1 0
3 3160 2 9 10 0.5593093185 1 0
3 3161 2 9 10 4.709216137 1 0
3 3162 2 9 10 1.5697388922 1 0
3 3169 2 9 10 0.0017888435 1 0
3 3170 2 9 10 0.0005962812 1 0
3 3197 2 9 10 2.491883044 1 0
3 3198 2 9 10 2.3295902782 1 0
3 3199 2 9 10 2.1441824228 1 0
3 3200 2 9 10 1.9356583989 1 0
3 3201 2 9 10 17.8117226255 1 0
3 3202 2 9 10 6.2491014551 1 0
3 3203 2 9 10 0.3118608497 1 0
3 3221 2 9 10 0.9579858116 1 0
3 3222 2 9 10 0.4476931281 1 0
3 3223 2 9 10 0.1709310379 1 0
3 3224 2 9 10 0.1276990016 1 0
3 3225 2 9 10 0.0197135278 1 0
3 3226 2 9 10 0.0065711741 1 0
3 3247 2 9 10 0.081346795 1 0
3 3248 2 9 10 0.2440404389 1 0
3 3249 2 9 10 0.0155338333 1 0
3 3250 2 9 10 0.0051779457 1 0
3 3251 2 9 10 0.0001095974 1 0
3 3252 2 9 10 0.0003287921 1 0
3 3253 2 9 10 1.7008396659 1 0
3 3254 2 9 10 1.7579147537 1 0
3 3255 2 9 10 2.0685755586 1 0
3 3256 2 9 10 2.6328226201 1 0
3 3257 2 9 10 1.0427949069 1 0
3 3258 2 9 10 0.3475983922 1 0
3 3261 2 9 10 0.0023022949 1 0
3 3262 2 9 10 0.9200941766 1 0
3 3263 2 9 10 1.0444575448 1 0
3 3264 2 9 10 0.3753938451 1 0
3 3265 2 9 10 0.0002618434 1 0
3 3266 2 9 10 8.72811497020018E-005 1 0
3 3293 2 9 10 2.4157982119 1 0
3 3294 2 9 10 1.8798602299 1 0
3 3295 2 9 10 1.3370105945 1 0
3 3296 2 9 10 0.7872482266 1 0
3 3297 2 9 10 3.2419538902 1 0
3 3298 2 9 10 1.1098841239 1 0
3 3299 2 9 10 0.0292326635 1 0
3 3317 2 9 10 0.1183548906 1 0
3 3318 2 9 10 0.0569540853 1 0
3 3319 2 9 10 0.0189340787 1 0
3 3320 2 9 10 0.0042949415 1 0
3 3343 2 9 10 0.0019420743 1 0
